Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_20,SMA_50,RSI_14,Symbol
2025-06-25 00:00:00-04:00,201.4499969482422,203.6699981689453,200.6199951171875,201.55999755859375,39525700,0.0,0.0,201.55999755859375,201.55999755859375,50.0,AAPL
2025-06-26 00:00:00-04:00,201.42999267578125,202.63999938964844,199.4600067138672,201.0,50799100,0.0,0.0,201.27999877929688,201.27999877929688,50.0,AAPL
2025-06-27 00:00:00-04:00,201.88999938964844,203.22000122070312,200.0,201.0800018310547,73188600,0.0,0.0,201.2133331298828,201.2133331298828,50.0,AAPL
2025-06-30 00:00:00-04:00,202.00999450683594,207.38999938964844,199.25999450683594,205.1699981689453,91912800,0.0,0.0,202.20249938964844,202.20249938964844,50.0,AAPL
2025-07-01 00:00:00-04:00,206.6699981689453,210.19000244140625,206.13999938964844,207.82000732421875,78788900,0.0,0.0,203.3260009765625,203.3260009765625,50.0,AAPL
2025-07-02 00:00:00-04:00,208.91000366210938,213.33999633789062,208.13999938964844,212.44000244140625,67941800,0.0,0.0,204.84500122070312,204.84500122070312,50.0,AAPL
2025-07-03 00:00:00-04:00,212.14999389648438,214.64999389648438,211.80999755859375,213.5500030517578,34955800,0.0,0.0,206.0885729108538,206.0885729108538,50.0,AAPL
2025-07-07 00:00:00-04:00,212.67999267578125,216.22999572753906,208.8000030517578,209.9499969482422,50229000,0.0,0.0,206.57125091552734,206.57125091552734,50.0,AAPL
2025-07-08 00:00:00-04:00,210.10000610351562,211.42999267578125,208.4499969482422,210.00999450683594,42848900,0.0,0.0,206.95333353678384,206.95333353678384,50.0,AAPL
2025-07-09 00:00:00-04:00,209.52999877929688,211.3300018310547,207.22000122070312,211.13999938964844,48749400,0.0,0.0,207.37200012207032,207.37200012207032,50.0,AAPL
2025-07-10 00:00:00-04:00,210.50999450683594,213.47999572753906,210.02999877929688,212.41000366210938,44443600,0.0,0.0,207.83000044389203,207.83000044389203,50.0,AAPL
2025-07-11 00:00:00-04:00,210.57000732421875,212.1300048828125,209.86000061035156,211.16000366210938,39765800,0.0,0.0,208.1075007120768,208.1075007120768,50.0,AAPL
2025-07-14 00:00:00-04:00,209.92999267578125,210.91000366210938,207.5399932861328,208.6199951171875,38840100,0.0,0.0,208.1469233586238,208.1469233586238,50.0,AAPL
2025-07-15 00:00:00-04:00,209.22000122070312,211.88999938964844,208.9199981689453,209.11000061035156,42296300,0.0,0.0,208.21571459089006,208.21571459089006,66.09806867553215,AAPL
2025-07-16 00:00:00-04:00,210.3000030517578,212.39999389648438,208.63999938964844,210.16000366210938,47490500,0.0,0.0,208.3453338623047,208.3453338623047,67.55101100250742,AAPL
2025-07-17 00:00:00-04:00,210.57000732421875,211.8000030517578,209.58999633789062,210.02000427246094,48068100,0.0,0.0,208.45000076293945,208.45000076293945,68.72921959129566,AAPL
2025-07-18 00:00:00-04:00,210.8699951171875,211.7899932861328,209.6999969482422,211.17999267578125,48974600,0.0,0.0,208.61058852251838,208.61058852251838,70.07150884202495,AAPL
2025-07-21 00:00:00-04:00,212.10000610351562,215.77999877929688,211.6300048828125,212.47999572753906,51377400,0.0,0.0,208.825555589464,208.825555589464,66.33882248939662,AAPL
2025-07-22 00:00:00-04:00,213.13999938964844,214.9499969482422,212.22999572753906,214.39999389648438,46404100,0.0,0.0,209.11894707930716,209.11894707930716,65.20328585530955,AAPL
2025-07-23 00:00:00-04:00,215.0,215.14999389648438,212.41000366210938,214.14999389648438,46989300,0.0,0.0,209.37049942016603,209.37049942016603,54.950751364188974,AAPL
2025-07-24 00:00:00-04:00,213.89999389648438,215.69000244140625,213.52999877929688,213.75999450683594,45987000,0.0,0.0,209.98049926757812,209.57952299572173,50.634414570237375,AAPL
2025-06-25 00:00:00-04:00,492.0400085449219,494.55999755859375,489.3900146484375,492.2699890136719,17495100,0.0,0.0,492.2699890136719,492.2699890136719,50.0,MSFT
2025-06-26 00:00:00-04:00,492.9800109863281,498.0400085449219,492.80999755859375,497.45001220703125,21578900,0.0,0.0,494.86000061035156,494.86000061035156,50.0,MSFT
2025-06-27 00:00:00-04:00,497.54998779296875,499.29998779296875,493.0299987792969,495.94000244140625,34539200,0.0,0.0,495.2200012207031,495.2200012207031,50.0,MSFT
2025-06-30 00:00:00-04:00,497.0400085449219,500.760009765625,495.3299865722656,497.4100036621094,28369000,0.0,0.0,495.7675018310547,495.7675018310547,50.0,MSFT
2025-07-01 00:00:00-04:00,496.4700012207031,498.04998779296875,490.9800109863281,492.04998779296875,19945400,0.0,0.0,495.0239990234375,495.0239990234375,50.0,MSFT
2025-07-02 00:00:00-04:00,489.989990234375,493.5,488.70001220703125,491.0899963378906,16319600,0.0,0.0,494.3683319091797,494.3683319091797,50.0,MSFT
2025-07-03 00:00:00-04:00,493.80999755859375,500.1300048828125,493.44000244140625,498.8399963378906,13984800,0.0,0.0,495.00714111328125,495.00714111328125,50.0,MSFT
2025-07-07 00:00:00-04:00,497.3800048828125,498.75,495.2300109863281,497.7200012207031,13981600,0.0,0.0,495.346248626709,495.346248626709,50.0,MSFT
2025-07-08 00:00:00-04:00,497.239990234375,498.20001220703125,494.1099853515625,496.6199951171875,11846600,0.0,0.0,495.4877760145399,495.4877760145399,50.0,MSFT
2025-07-09 00:00:00-04:00,500.29998779296875,506.7799987792969,499.739990234375,503.510009765625,18659500,0.0,0.0,496.2899993896484,496.2899993896484,50.0,MSFT
2025-07-10 00:00:00-04:00,503.04998779296875,504.44000244140625,497.75,501.4800109863281,16492100,0.0,0.0,496.76181862571025,496.76181862571025,50.0,MSFT
2025-07-11 00:00:00-04:00,498.4700012207031,505.0299987792969,497.79998779296875,503.32000732421875,16459500,0.0,0.0,497.30833435058594,497.30833435058594,50.0,MSFT
2025-07-14 00:00:00-04:00,501.5199890136719,503.9700012207031,501.0299987792969,503.0199890136719,12058800,0.0,0.0,497.74769240159253,497.74769240159253,50.0,MSFT
2025-07-15 00:00:00-04:00,503.0199890136719,508.29998779296875,502.7900085449219,505.82000732421875,14927200,0.0,0.0,498.3242863246373,498.3242863246373,67.68466039216311,MSFT
2025-07-16 00:00:00-04:00,505.17999267578125,506.7200012207031,501.8900146484375,505.6199951171875,15154400,0.0,0.0,498.8106669108073,498.8106669108073,67.33312253991801,MSFT
2025-07-17 00:00:00-04:00,505.67999267578125,513.3699951171875,505.6199951171875,511.70001220703125,17503100,0.0,0.0,499.6162509918213,499.6162509918213,68.07912404463407,MSFT
2025-07-18 00:00:00-04:00,514.47998046875,514.6400146484375,507.42999267578125,510.04998779296875,21209700,0.0,0.0,500.2300002154182,500.2300002154182,67.83811144942274,MSFT
2025-07-21 00:00:00-04:00,506.7099914550781,512.0900268554688,505.54998779296875,510.05999755859375,14066800,0.0,0.0,500.776111178928,500.776111178928,66.60534861157069,MSFT
2025-07-22 00:00:00-04:00,510.9700012207031,511.20001220703125,505.2699890136719,505.2699890136719,13868600,0.0,0.0,501.0126310649671,501.0126310649671,67.61722025703989,MSFT
2025-07-23 00:00:00-04:00,506.75,506.7900085449219,500.70001220703125,505.8699951171875,16396600,0.0,0.0,501.2554992675781,501.2554992675781,69.88690631151641,MSFT
2025-07-24 00:00:00-04:00,508.7699890136719,513.6699829101562,507.29998779296875,510.8800048828125,16097400,0.0,0.0,502.18600006103514,501.71380905877976,67.48977505565756,MSFT
2025-06-25 00:00:00-04:00,167.6300048828125,172.36000061035156,167.5500030517578,170.67999267578125,35479000,0.0,0.0,170.67999267578125,170.67999267578125,50.0,GOOGL
2025-06-26 00:00:00-04:00,172.42999267578125,173.69000244140625,169.94000244140625,173.5399932861328,31796700,0.0,0.0,172.10999298095703,172.10999298095703,50.0,GOOGL
2025-06-27 00:00:00-04:00,173.5399932861328,178.67999267578125,171.72999572753906,178.52999877929688,108140200,0.0,0.0,174.24999491373697,174.24999491373697,50.0,GOOGL
2025-06-30 00:00:00-04:00,180.77999877929688,181.22999572753906,174.5800018310547,176.22999572753906,63378900,0.0,0.0,174.7449951171875,174.7449951171875,50.0,GOOGL
2025-07-01 00:00:00-04:00,175.74000549316406,176.08999633789062,173.52999877929688,175.83999633789062,35904500,0.0,0.0,174.96399536132813,174.96399536132813,50.0,GOOGL
2025-07-02 00:00:00-04:00,175.5399932861328,178.86000061035156,175.07000732421875,178.63999938964844,29128900,0.0,0.0,175.5766626993815,175.5766626993815,50.0,GOOGL
2025-07-03 00:00:00-04:00,178.5,179.6699981689453,177.0500030517578,179.52999877929688,21689700,0.0,0.0,176.14142499651228,176.14142499651228,50.0,GOOGL
2025-07-07 00:00:00-04:00,179.05999755859375,179.3000030517578,175.67999267578125,176.7899932861328,34175600,0.0,0.0,176.22249603271484,176.22249603271484,50.0,GOOGL
2025-07-08 00:00:00-04:00,177.85000610351562,177.9499969482422,172.80999755859375,174.36000061035156,40442500,0.0,0.0,176.0155520968967,176.0155520968967,50.0,GOOGL
2025-07-09 00:00:00-04:00,175.25,179.44000244140625,172.77000427246094,176.6199951171875,43025600,0.0,0.0,176.07599639892578,176.07599639892578,50.0,GOOGL
2025-07-10 00:00:00-04:00,175.6300048828125,178.42999267578125,174.3800048828125,177.6199951171875,29252400,0.0,0.0,176.21635991876775,176.21635991876775,50.0,GOOGL
2025-07-11 00:00:00-04:00,176.7899932861328,181.42999267578125,176.47999572753906,180.19000244140625,34282900,0.0,0.0,176.5474967956543,176.5474967956543,50.0,GOOGL
2025-07-14 00:00:00-04:00,181.00999450683594,183.6699981689453,179.67999267578125,181.55999755859375,32536600,0.0,0.0,176.93307377741888,176.93307377741888,50.0,GOOGL
2025-07-15 00:00:00-04:00,182.80999755859375,184.22000122070312,181.60000610351562,182.0,33448300,0.0,0.0,177.29499707903182,177.29499707903182,70.93195959130836,GOOGL
2025-07-16 00:00:00-04:00,183.24000549316406,184.3300018310547,182.02999877929688,182.97000122070312,33104200,0.0,0.0,177.67333068847657,177.67333068847657,71.93860096401085,GOOGL
2025-07-17 00:00:00-04:00,182.13999938964844,184.05999755859375,180.47999572753906,183.5800018310547,31992600,0.0,0.0,178.0424976348877,178.0424976348877,69.48758683764086,GOOGL
2025-07-18 00:00:00-04:00,185.39999389648438,186.4199981689453,183.7100067138672,185.05999755859375,34014500,0.0,0.0,178.45529174804688,178.45529174804688,64.67415456021769,GOOGL
2025-07-21 00:00:00-04:00,186.25,190.2899932861328,186.14999389648438,190.10000610351562,45803100,0.0,0.0,179.1022203233507,179.1022203233507,77.75111510033614,GOOGL
2025-07-22 00:00:00-04:00,191.5,191.64999389648438,187.4600067138672,191.33999633789062,44660200,0.0,0.0,179.74631379780016,179.74631379780016,79.99226431249815,GOOGL
2025-07-23 00:00:00-04:00,191.5,192.52999877929688,189.17999267578125,190.22999572753906,58681900,0.0,0.0,180.2704978942871,180.2704978942871,73.99585769580221,GOOGL
2025-07-24 00:00:00-04:00,197.02999877929688,197.9499969482422,191.0,192.1699981689453,74812600,0.0,0.0,181.34499816894532,180.83714076450892,75.07936690549903,GOOGL
2025-06-25 00:00:00-04:00,214.6199951171875,216.02999877929688,211.11000061035156,211.99000549316406,31755700,0.0,0.0,211.99000549316406,211.99000549316406,50.0,AMZN
2025-06-26 00:00:00-04:00,213.1199951171875,218.0399932861328,212.00999450683594,217.1199951171875,50480800,0.0,0.0,214.55500030517578,214.55500030517578,50.0,AMZN
2025-06-27 00:00:00-04:00,219.9199981689453,223.3000030517578,216.74000549316406,223.3000030517578,119217100,0.0,0.0,217.47000122070312,217.47000122070312,50.0,AMZN
2025-06-30 00:00:00-04:00,223.52000427246094,223.82000732421875,219.1199951171875,219.38999938964844,58887800,0.0,0.0,217.95000076293945,217.95000076293945,50.0,AMZN
2025-07-01 00:00:00-04:00,219.5,221.8800048828125,217.92999267578125,220.4600067138672,39256800,0.0,0.0,218.452001953125,218.452001953125,50.0,AMZN
2025-07-02 00:00:00-04:00,219.72999572753906,221.60000610351562,219.05999755859375,219.9199981689453,30894200,0.0,0.0,218.69666798909506,218.69666798909506,50.0,AMZN
2025-07-03 00:00:00-04:00,221.82000732421875,224.00999450683594,221.36000061035156,223.41000366210938,29632400,0.0,0.0,219.37000165666853,219.37000165666853,50.0,AMZN
2025-07-07 00:00:00-04:00,223.0,224.2899932861328,222.3699951171875,223.47000122070312,36604100,0.0,0.0,219.88250160217285,219.88250160217285,50.0,AMZN
2025-07-08 00:00:00-04:00,223.9199981689453,224.0,218.42999267578125,219.36000061035156,45692000,0.0,0.0,219.82444593641492,219.82444593641492,50.0,AMZN
2025-07-09 00:00:00-04:00,221.07000732421875,224.2899932861328,220.47000122070312,222.5399932861328,38155100,0.0,0.0,220.09600067138672,220.09600067138672,50.0,AMZN
2025-07-10 00:00:00-04:00,221.5500030517578,222.7899932861328,219.6999969482422,222.25999450683594,30370600,0.0,0.0,220.29272738370028,220.29272738370028,50.0,AMZN
2025-07-11 00:00:00-04:00,223.5800018310547,226.67999267578125,222.3699951171875,225.02000427246094,50518300,0.0,0.0,220.68666712443033,220.68666712443033,50.0,AMZN
2025-07-14 00:00:00-04:00,225.07000732421875,226.66000366210938,224.24000549316406,225.69000244140625,35702600,0.0,0.0,221.07153907189002,221.07153907189002,50.0,AMZN
2025-07-15 00:00:00-04:00,226.1999969482422,227.27000427246094,225.4600067138672,226.35000610351562,34907300,0.0,0.0,221.44857243129186,221.44857243129186,72.40947244347609,AMZN
2025-07-16 00:00:00-04:00,225.8800048828125,226.10000610351562,222.17999267578125,223.19000244140625,39535900,0.0,0.0,221.56466776529948,221.56466776529948,65.9090741606914,AMZN
2025-07-17 00:00:00-04:00,223.32000732421875,224.5,222.50999450683594,223.8800048828125,31855800,0.0,0.0,221.70937633514404,221.70937633514404,60.98829797260763,AMZN
2025-07-18 00:00:00-04:00,225.13999938964844,226.39999389648438,222.97999572753906,226.1300048828125,37833800,0.0,0.0,221.9694133085363,221.9694133085363,55.27394412776192,AMZN
2025-07-21 00:00:00-04:00,225.83999633789062,229.69000244140625,225.64999389648438,229.3000030517578,40297600,0.0,0.0,222.37666829427084,222.37666829427084,68.99193840812804,AMZN
2025-07-22 00:00:00-04:00,229.67999267578125,230.0,226.35000610351562,227.47000122070312,37483700,0.0,0.0,222.6447384482936,222.6447384482936,63.05398310907383,AMZN
2025-07-23 00:00:00-04:00,228.47000122070312,228.7899932861328,227.08999633789062,228.2899932861328,28294900,0.0,0.0,222.92700119018554,222.92700119018554,65.42571620119776,AMZN
2025-07-24 00:00:00-04:00,229.1699981689453,236.0,228.63999938964844,232.22999572753906,42856900,0.0,0.0,223.9390007019043,223.37000093005952,65.98983226951512,AMZN
2025-06-25 00:00:00-04:00,713.3200073242188,716.5800170898438,705.3800048828125,708.6799926757812,9320400,0.0,0.0,708.6799926757812,708.6799926757812,50.0,META
2025-06-26 00:00:00-04:00,714.3599853515625,728.219970703125,711.0499877929688,726.0900268554688,13964800,0.0,0.0,717.385009765625,717.385009765625,50.0,META
2025-06-27 00:00:00-04:00,726.52001953125,735.4299926757812,725.8599853515625,733.6300048828125,18775700,0.0,0.0,722.8000081380209,722.8000081380209,50.0,META
2025-06-30 00:00:00-04:00,744.5499877929688,747.9000244140625,734.25,738.0900268554688,15402100,0.0,0.0,726.6225128173828,726.6225128173828,50.0,META
2025-07-01 00:00:00-04:00,736.8800048828125,737.75,715.3699951171875,719.219970703125,13431200,0.0,0.0,725.1420043945312,725.1420043945312,50.0,META
2025-07-02 00:00:00-04:00,715.3300170898438,720.2999877929688,712.7999877929688,713.5700073242188,9336700,0.0,0.0,723.2133382161459,723.2133382161459,50.0,META
2025-07-03 00:00:00-04:00,726.6099853515625,729.030029296875,714.4199829101562,719.010009765625,8601700,0.0,0.0,722.6128627232143,722.6128627232143,50.0,META
2025-07-07 00:00:00-04:00,717.5999755859375,727.0,713.510009765625,718.3499755859375,9457100,0.0,0.0,722.0800018310547,722.0800018310547,50.0,META
2025-07-08 00:00:00-04:00,721.5700073242188,722.9099731445312,714.8099975585938,720.6699829101562,7770700,0.0,0.0,721.9233330620659,721.9233330620659,50.0,META
2025-07-09 00:00:00-04:00,722.719970703125,737.530029296875,722.719970703125,732.780029296875,11418000,0.0,0.0,723.0090026855469,723.0090026855469,50.0,META
2025-07-10 00:00:00-04:00,731.5499877929688,735.7999877929688,719.5999755859375,727.239990234375,9913600,0.0,0.0,723.3936379172585,723.3936379172585,50.0,META
2025-07-11 00:00:00-04:00,722.5,725.1599731445312,709.7000122070312,717.510009765625,10873900,0.0,0.0,722.9033355712891,722.9033355712891,50.0,META
2025-07-14 00:00:00-04:00,717.5999755859375,728.0,716.5499877929688,720.9199829101562,8939400,0.0,0.0,722.7507699819712,722.7507699819712,50.0,META
2025-07-15 00:00:00-04:00,723.9000244140625,724.469970703125,709.8200073242188,710.3900146484375,11529500,0.0,0.0,721.8678588867188,721.8678588867188,50.82474208595546,META
2025-07-16 00:00:00-04:00,713.3699951171875,713.969970703125,699.27001953125,702.9099731445312,13067600,0.0,0.0,720.6039998372396,720.6039998372396,47.40440309178489,META
2025-07-17 00:00:00-04:00,704.3900146484375,705.9000244140625,697.1099853515625,701.4099731445312,11803300,0.0,0.0,719.4043731689453,719.4043731689453,37.043246215427445,META
2025-07-18 00:00:00-04:00,702.1900024414062,704.7100219726562,691.6500244140625,704.280029296875,12779800,0.0,0.0,718.5147058823529,718.5147058823529,33.797110590861124,META
2025-07-21 00:00:00-04:00,706.7999877929688,717.0,705.760009765625,712.969970703125,9404400,0.0,0.0,718.2066650390625,718.2066650390625,36.75104059026336,META
2025-07-22 00:00:00-04:00,716.1900024414062,716.5999755859375,701.4099731445312,704.8099975585938,8921100,0.0,0.0,717.5015772769326,717.5015772769326,41.43181796736809,META
2025-07-23 00:00:00-04:00,706.3699951171875,714.6300048828125,704.9299926757812,713.5800170898438,8771600,0.0,0.0,717.3054992675782,717.3054992675782,50.00573888091822,META
2025-07-24 00:00:00-04:00,717.0499877929688,723.6199951171875,714.0,714.7999877929688,10914100,0.0,0.0,717.6114990234375,717.1861891973587,47.463538154119746,META
